index,title,title_url,written_by,written_by_url,originally_by,originally_by_url,covers,adaptations
93,Don't You Worry Child,https://secondhandsongs.com/work/133908,"John Martin [SE], Axwell, Sebastian Ingrosso, Steve Angello, Michel Zitron","https://secondhandsongs.com/artist/73307, https://secondhandsongs.com/artist/73308, https://secondhandsongs.com/artist/73309, https://secondhandsongs.com/artist/73310, https://secondhandsongs.com/artist/73311",Swedish House Mafia feat. John Martin,https://secondhandsongs.com/artist/73306+73307,40,0
94,Don't Let Me Down,https://secondhandsongs.com/work/154943,"Scott Harris, Andrew Taggart, Emily Warren","https://secondhandsongs.com/artist/81663, https://secondhandsongs.com/artist/97917, https://secondhandsongs.com/artist/98822",The Chainsmokers ft. Daya,https://secondhandsongs.com/artist/97918+98823,40,0
95,Treasure,https://secondhandsongs.com/work/133791,"Bruno Mars, Philip Lawrence, Ari Levine, Brown Phredley, Thibaut Berland, Irfane","https://secondhandsongs.com/artist/51310, https://secondhandsongs.com/artist/51311, https://secondhandsongs.com/artist/51312, https://secondhandsongs.com/artist/73054, https://secondhandsongs.com/artist/99806, https://secondhandsongs.com/artist/99807",Bruno Mars,https://secondhandsongs.com/artist/51310,39,0
96,Stay,https://secondhandsongs.com/work/164377,"Zedd, Alessia Cara, Mood Melodies, Sarah Aarons, Noonie Bao, Linus Wiklund","https://secondhandsongs.com/artist/73148, https://secondhandsongs.com/artist/90447, https://secondhandsongs.com/artist/98853, https://secondhandsongs.com/artist/109304, https://secondhandsongs.com/artist/109305, https://secondhandsongs.com/artist/109306",Zedd & Alessia Cara,https://secondhandsongs.com/artist/73148+90447,39,0
97,Earned It,https://secondhandsongs.com/work/150501,"Stephan Moccio, The Weeknd, Belly [PS], DaHeala","https://secondhandsongs.com/artist/73922, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/93978, https://secondhandsongs.com/artist/93979",The Weeknd,https://secondhandsongs.com/artist/75673,38,0
98,Ho Hey,https://secondhandsongs.com/work/132797,"Wesley Schultz, Jeremiah Fraites","https://secondhandsongs.com/artist/71607, https://secondhandsongs.com/artist/71608",The Lumineers,https://secondhandsongs.com/artist/71609,38,0
99,Despacito,https://secondhandsongs.com/work/165700,Daddy Yankee,https://secondhandsongs.com/artist/110943,Luis Fonsi ft. Daddy Yankee,https://secondhandsongs.com/artist/105717+110943,38,0
100,Girls Like You,https://secondhandsongs.com/work/190942,"Adam Levine, Cirkut, Jason Evigan, Starrah","https://secondhandsongs.com/artist/21213, https://secondhandsongs.com/artist/71734, https://secondhandsongs.com/artist/73157, https://secondhandsongs.com/artist/107255",Maroon 5,https://secondhandsongs.com/artist/19165,37,0
101,Say You Won't Let Go,https://secondhandsongs.com/work/159256,"James Arthur, Neil Ormandy, Steven Solomon","https://secondhandsongs.com/artist/81448, https://secondhandsongs.com/artist/103380, https://secondhandsongs.com/artist/103381",James Arthur,https://secondhandsongs.com/artist/81448,37,0
102,In My Blood,https://secondhandsongs.com/work/184044,"Scott Harris, Shawn Mendes, Teddy Geiger, Geoff Warburton","https://secondhandsongs.com/artist/81663, https://secondhandsongs.com/artist/81665, https://secondhandsongs.com/artist/97892, https://secondhandsongs.com/artist/113357",Shawn Mendes,https://secondhandsongs.com/artist/81665,37,0
103,Chained to the Rhythm,https://secondhandsongs.com/work/163225,"Max Martin [SE], Sia, Katy Perry, Ali Payami, Skip Marley","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/22802, https://secondhandsongs.com/artist/35338, https://secondhandsongs.com/artist/86691, https://secondhandsongs.com/artist/107919",Katy Perry feat. Skip Marley,https://secondhandsongs.com/artist/35338+107919,37,0
104,Just Give Me a Reason,https://secondhandsongs.com/work/133525,"P!nk, Jeff Bhasker, Nate Ruess","https://secondhandsongs.com/artist/1007, https://secondhandsongs.com/artist/51785, https://secondhandsongs.com/artist/66344",P!nk featuring Nate Ruess,https://secondhandsongs.com/artist/1007+66344,37,0
105,We Don't Talk Anymore,https://secondhandsongs.com/work/163186,"Selena Gomez, JKash, Charlie Puth","https://secondhandsongs.com/artist/46144, https://secondhandsongs.com/artist/55737, https://secondhandsongs.com/artist/95230",Charlie Puth featuring Selena Gomez,https://secondhandsongs.com/artist/46144+95230,37,0
106,One Dance,https://secondhandsongs.com/work/154904,"Drake, Nineteen85, 40, WizKid, DJ Paleface, Flukes, Kyla [GB], Corey Johnson","https://secondhandsongs.com/artist/72241, https://secondhandsongs.com/artist/74155, https://secondhandsongs.com/artist/74156, https://secondhandsongs.com/artist/98784, https://secondhandsongs.com/artist/98785, https://secondhandsongs.com/artist/98786, https://secondhandsongs.com/artist/98787, https://secondhandsongs.com/artist/135279",Drake feat. WizKid & Kyla,https://secondhandsongs.com/artist/72241+98784+98787,37,1
107,Problem,https://secondhandsongs.com/work/138963,"Max Martin [SE], Savan Kotecha, Ariana Grande, Iggy Azalea, Ilya","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/18333, https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/80445, https://secondhandsongs.com/artist/80446",Ariana Grande featuring Iggy Azalea,https://secondhandsongs.com/artist/76065+80445,37,0
108,Stressed Out,https://secondhandsongs.com/work/154650,Tyler Joseph,https://secondhandsongs.com/artist/98563,Twenty One Pilots,https://secondhandsongs.com/artist/98562,37,0
109,Maps,https://secondhandsongs.com/work/139764,"Adam Levine, Ryan Tedder, Benny Blanco, Ammar Malik, Noel Zancanella","https://secondhandsongs.com/artist/21213, https://secondhandsongs.com/artist/29202, https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/71723, https://secondhandsongs.com/artist/72454",Maroon 5,https://secondhandsongs.com/artist/19165,36,0
110,A Sky Full of Stars,https://secondhandsongs.com/work/144384,"Guy Berryman, Jonny Buckland, Will Champion, Chris Martin, Avicii","https://secondhandsongs.com/artist/11467, https://secondhandsongs.com/artist/11468, https://secondhandsongs.com/artist/11469, https://secondhandsongs.com/artist/11470, https://secondhandsongs.com/artist/74396",Coldplay,https://secondhandsongs.com/artist/10590,36,0
111,Lean On,https://secondhandsongs.com/work/152207,"Diplo, Tchami, DJ Snake, MØ, Junior Blender","https://secondhandsongs.com/artist/47096, https://secondhandsongs.com/artist/76829, https://secondhandsongs.com/artist/76830, https://secondhandsongs.com/artist/82736, https://secondhandsongs.com/artist/96148",Major Lazer x DJ Snake feat. MØ,https://secondhandsongs.com/artist/76830+82736+86442,36,0
112,Rude,https://secondhandsongs.com/work/140437,"Nasri, Adam Messinger, Mark Pelli, Ben Spivak, Alex Tanas","https://secondhandsongs.com/artist/69777, https://secondhandsongs.com/artist/69779, https://secondhandsongs.com/artist/82168, https://secondhandsongs.com/artist/82169, https://secondhandsongs.com/artist/82170",MAGIC! [CA],https://secondhandsongs.com/artist/82167,36,0
113,FourFiveSeconds,https://secondhandsongs.com/work/143959,"Paul McCartney, Kanye West, Mike Dean [US1], Dallas Austin, David Longstreth, Elon Rutberg, Ty Dolla $ign, Kirby Lauryen, Noah Goldstein","https://secondhandsongs.com/artist/588, https://secondhandsongs.com/artist/8120, https://secondhandsongs.com/artist/16653, https://secondhandsongs.com/artist/20473, https://secondhandsongs.com/artist/75014, https://secondhandsongs.com/artist/86145, https://secondhandsongs.com/artist/86147, https://secondhandsongs.com/artist/86148, https://secondhandsongs.com/artist/86149",Rihanna and Kanye West and Paul McCartney,https://secondhandsongs.com/artist/588+8120+19179,36,0
114,Send My Love (To Your New Lover),https://secondhandsongs.com/work/157053,"Max Martin [SE], Adele [GB], Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/30607, https://secondhandsongs.com/artist/69750",Adele,https://secondhandsongs.com/artist/30607,36,0
115,Summertime Sadness,https://secondhandsongs.com/work/135166,"Rick Nowels, Lana Del Rey","https://secondhandsongs.com/artist/4953, https://secondhandsongs.com/artist/69028",Lana Del Rey,https://secondhandsongs.com/artist/69028,36,0
116,Surface Pressure,https://secondhandsongs.com/work/272460,Lin-Manuel Miranda,https://secondhandsongs.com/artist/97897,Jessica Darrow,https://secondhandsongs.com/artist/202136,35,21
117,Remember Me,https://secondhandsongs.com/work/176278,"Robert Lopez, Kristen Anderson-Lopez","https://secondhandsongs.com/artist/76914, https://secondhandsongs.com/artist/76915",Benjamin Bratt,https://secondhandsongs.com/artist/121400,35,2
118,Señorita,https://secondhandsongs.com/work/212003,"Benny Blanco, Charli XCX, Cashmere Cat, Shawn Mendes, Jack Patterson, Ali Tamposi, Camila Cabello, Andrew Watt","https://secondhandsongs.com/artist/50110, https://secondhandsongs.com/artist/73154, https://secondhandsongs.com/artist/80980, https://secondhandsongs.com/artist/81665, https://secondhandsongs.com/artist/82193, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/103458, https://secondhandsongs.com/artist/106990",Shawn Mendes & Camila Cabello,https://secondhandsongs.com/artist/81665+103458,34,0
119,Heathens,https://secondhandsongs.com/work/159351,Tyler Joseph,https://secondhandsongs.com/artist/98563,Twenty One Pilots,https://secondhandsongs.com/artist/98562,34,0
120,Sign of the Times,https://secondhandsongs.com/work/164665,"Jeff Bhasker, Harry Styles, Tyler Johnson, Alex Salibian, Ryan Nasci, Mitch Rowland","https://secondhandsongs.com/artist/51785, https://secondhandsongs.com/artist/86741, https://secondhandsongs.com/artist/101297, https://secondhandsongs.com/artist/109552, https://secondhandsongs.com/artist/109638, https://secondhandsongs.com/artist/109639",Harry Styles,https://secondhandsongs.com/artist/86741,34,0
121,Rewrite the Stars,https://secondhandsongs.com/work/180592,"Benj Pasek, Justin Paul","https://secondhandsongs.com/artist/105755, https://secondhandsongs.com/artist/105756",Zac Efron & Zendaya,https://secondhandsongs.com/artist/79921+96913,34,0
122,Dance Monkey,https://secondhandsongs.com/work/217549,Tones and I,https://secondhandsongs.com/artist/156695,Tones and I,https://secondhandsongs.com/artist/156695,34,0
123,I Feel It Coming,https://secondhandsongs.com/work/163222,"Guy-Manuel de Homem-Christo, Thomas Bangalter, Cirkut, The Weeknd, Doc McKinney, Eric Chedeville","https://secondhandsongs.com/artist/5030, https://secondhandsongs.com/artist/5031, https://secondhandsongs.com/artist/71734, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/107375, https://secondhandsongs.com/artist/107913",The Weeknd ft. Daft Punk,https://secondhandsongs.com/artist/2933+75673,33,0
124,Wolves,https://secondhandsongs.com/work/179836,"Selena Gomez, Ali Tamposi, Brian Lee, Louis Bell, Austin Rosen, Andrew Watt, Marshmello","https://secondhandsongs.com/artist/46144, https://secondhandsongs.com/artist/82468, https://secondhandsongs.com/artist/86793, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106989, https://secondhandsongs.com/artist/106990, https://secondhandsongs.com/artist/124932",Selena Gomez x Marshmello,https://secondhandsongs.com/artist/46144+124932,33,0
125,No Tears Left to Cry,https://secondhandsongs.com/work/185337,"Max Martin [SE], Savan Kotecha, Ariana Grande, Ilya","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/18333, https://secondhandsongs.com/artist/76065, https://secondhandsongs.com/artist/80446",Ariana Grande,https://secondhandsongs.com/artist/76065,33,0
126,Starboy,https://secondhandsongs.com/work/162723,"Guy-Manuel de Homem-Christo, Thomas Bangalter, Cirkut, The Weeknd, DaHeala, Doc McKinney","https://secondhandsongs.com/artist/5030, https://secondhandsongs.com/artist/5031, https://secondhandsongs.com/artist/71734, https://secondhandsongs.com/artist/75673, https://secondhandsongs.com/artist/93979, https://secondhandsongs.com/artist/107375",The Weeknd ft. Daft Punk,https://secondhandsongs.com/artist/2933+75673,33,0
127,"Hold On, We're Going Home",https://secondhandsongs.com/work/134472,"Drake, Majid Al Maskati, Nineteen85, 40, Jordan Ullman","https://secondhandsongs.com/artist/72241, https://secondhandsongs.com/artist/74154, https://secondhandsongs.com/artist/74155, https://secondhandsongs.com/artist/74156, https://secondhandsongs.com/artist/74157",Drake feat. Majid Jordan,https://secondhandsongs.com/artist/72241+99259,33,0
128,A Million Dreams,https://secondhandsongs.com/work/180590,"Benj Pasek, Justin Paul","https://secondhandsongs.com/artist/105755, https://secondhandsongs.com/artist/105756","Ziv Zaifman, Hugh Jackman, Michelle Williams",https://secondhandsongs.com/artist/29591+68704+125723,33,1
129,As Long as You Love Me,https://secondhandsongs.com/work/144402,"Rodney Jerkins, Justin Bieber, Nasri, Big Sean, Andre Lindal","https://secondhandsongs.com/artist/14843, https://secondhandsongs.com/artist/45405, https://secondhandsongs.com/artist/69777, https://secondhandsongs.com/artist/72214, https://secondhandsongs.com/artist/86796",Justin Bieber feat. Big Sean,https://secondhandsongs.com/artist/45405+72214,33,0
130,Sucker,https://secondhandsongs.com/work/208671,"Ryan Tedder, Joe Jonas, Nick Jonas, Kevin Jonas, Louis Bell, Austin Rosen, Frank Dukes","https://secondhandsongs.com/artist/29202, https://secondhandsongs.com/artist/69454, https://secondhandsongs.com/artist/69455, https://secondhandsongs.com/artist/69456, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/106989, https://secondhandsongs.com/artist/107248",Jonas Brothers,https://secondhandsongs.com/artist/69457,33,0
131,Without Me,https://secondhandsongs.com/work/204459,"Timbaland, Justin Timberlake, Scott Storch, Halsey, Louis Bell, Delacey, Amy Allen","https://secondhandsongs.com/artist/9394, https://secondhandsongs.com/artist/12784, https://secondhandsongs.com/artist/12786, https://secondhandsongs.com/artist/100317, https://secondhandsongs.com/artist/106988, https://secondhandsongs.com/artist/122631, https://secondhandsongs.com/artist/133374",Halsey,https://secondhandsongs.com/artist/100317,33,0
132,Wildest Dreams,https://secondhandsongs.com/work/148123,"Max Martin [SE], Taylor Swift, Shellback","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/44127, https://secondhandsongs.com/artist/69750",T.S.,https://secondhandsongs.com/artist/44127,33,0
133,Wide Awake,https://secondhandsongs.com/work/138547,"Max Martin [SE], Dr. Luke, Katy Perry, Bonnie McKee, Cirkut","https://secondhandsongs.com/artist/4465, https://secondhandsongs.com/artist/35307, https://secondhandsongs.com/artist/35338, https://secondhandsongs.com/artist/50107, https://secondhandsongs.com/artist/71734",Katy Perry,https://secondhandsongs.com/artist/35338,33,0
134,Try,https://secondhandsongs.com/work/135601,"busbee, Ben West","https://secondhandsongs.com/artist/81357, https://secondhandsongs.com/artist/82064",P!nk,https://secondhandsongs.com/artist/1007,33,0
135,I Will Wait,https://secondhandsongs.com/work/133724,"Marcus Mumford, Ben Lovett, Winston Marshall, Ted Dwane","https://secondhandsongs.com/artist/53760, https://secondhandsongs.com/artist/53761, https://secondhandsongs.com/artist/53762, https://secondhandsongs.com/artist/53763",Mumford & Sons,https://secondhandsongs.com/artist/46484,33,0
136,Treat You Better,https://secondhandsongs.com/work/156541,"Scott Harris, Shawn Mendes, Teddy Geiger","https://secondhandsongs.com/artist/81663, https://secondhandsongs.com/artist/81665, https://secondhandsongs.com/artist/97892",Shawn Mendes,https://secondhandsongs.com/artist/81665,33,0
